,logits,pred_label,label
0,0.5767885446548462,1,1
1,0.7255293726921082,1,1
2,0.6265762448310852,1,1
3,0.6686521768569946,1,1
4,0.9850770831108093,1,1
5,0.632563591003418,1,1
6,0.7107453346252441,1,1
7,0.6798652410507202,1,1
8,0.7277889251708984,1,1
9,0.6096934676170349,1,1
10,0.6654855608940125,1,1
11,0.6589363813400269,1,1
12,0.6400442123413086,1,1
13,0.9722399711608887,1,1
14,0.5762417912483215,1,1
15,0.7500389218330383,1,1
16,0.6023736000061035,1,1
17,0.9911853671073914,1,1
18,0.5788131952285767,1,1
19,0.7141584157943726,1,1
20,0.7650784850120544,1,1
21,0.5906227827072144,1,1
22,0.6850146651268005,1,1
23,0.9398308992385864,1,1
24,0.9511715173721313,1,1
25,0.9214046597480774,1,1
26,0.9709251523017883,1,1
27,0.7173007726669312,1,1
28,0.8643971681594849,1,1
29,0.8471296429634094,1,1
30,0.6457018256187439,1,1
31,0.8484929800033569,1,1
32,0.9588090777397156,1,1
33,0.9594779014587402,1,1
34,0.52924644947052,1,1
35,0.5668168067932129,1,1
36,0.2805889844894409,0,0
37,0.3553807735443115,0,0
38,0.15293604135513306,0,0
39,0.15842010080814362,0,0
40,0.2272348403930664,0,0
41,0.6229599714279175,1,0
42,0.617720365524292,1,0
43,0.5484986901283264,1,1
44,0.5381775498390198,1,1
45,0.5881825685501099,1,1
46,0.5261972546577454,1,1
47,0.20791763067245483,0,1
48,0.19406020641326904,0,1
49,0.12031441926956177,0,1
50,0.13466431200504303,0,1
51,0.4281098544597626,0,1
52,0.21013353765010834,0,1
53,0.13595224916934967,0,1
54,0.16664846241474152,0,1
55,0.3810987174510956,0,1
56,0.209771990776062,0,1
57,0.31150367856025696,0,1
58,0.5121561288833618,1,1
59,0.19459114968776703,0,1
60,0.249497652053833,0,1
61,0.12192508578300476,0,1
62,0.5881091952323914,1,1
63,0.1484120935201645,0,1
64,0.32709649205207825,0,1
65,0.25305530428886414,0,0
66,0.39641475677490234,0,0
67,0.4010918438434601,0,0
68,0.3182927370071411,0,0
69,0.5123113989830017,1,0
70,0.19249017536640167,0,0
71,0.5257803201675415,1,0
72,0.13837449252605438,0,0
73,0.26389071345329285,0,0
74,0.20421454310417175,0,0
75,0.42095959186553955,0,0
76,0.08927963674068451,0,0
77,0.08572345227003098,0,0
78,0.07322373986244202,0,0
79,0.05624166876077652,0,0
80,0.28891468048095703,0,0
81,0.31939977407455444,0,0
82,0.3204011917114258,0,0
83,0.18563638627529144,0,0
84,0.6405614018440247,1,0
85,0.22306090593338013,0,0
86,0.15006648004055023,0,0
87,0.6323488354682922,1,0
88,0.21224722266197205,0,0
89,0.089834064245224,0,0
90,0.6424199342727661,1,0
91,0.2726288139820099,0,0
92,0.09547196328639984,0,0
93,0.6422026753425598,1,0
94,0.22494995594024658,0,0
95,0.10692518949508667,0,0
96,0.08252937346696854,0,0
97,0.538970410823822,1,0
98,0.6485370993614197,1,0
99,0.19016750156879425,0,0
100,0.2615348994731903,0,0
101,0.37883079051971436,0,0
102,0.41084375977516174,0,0
103,0.08111365139484406,0,0
104,0.27641385793685913,0,0
105,0.49718624353408813,0,0
106,0.42435237765312195,0,0
107,0.0895368829369545,0,0
108,0.4274443984031677,0,0
109,0.4493872821331024,0,0
110,0.20560526847839355,0,0
111,0.11047956347465515,0,0
112,0.3313668370246887,0,0
113,0.3547171354293823,0,0
114,0.3800283670425415,0,0
115,0.44963350892066956,0,0
116,0.29403331875801086,0,0
117,0.31400954723358154,0,0
118,0.14299723505973816,0,0
119,0.3656913638114929,0,0
120,0.3001110553741455,0,0
121,0.12008360028266907,0,0
122,0.6364226937294006,1,0
123,0.15212517976760864,0,0
124,0.28078681230545044,0,0
125,0.19088707864284515,0,0
126,0.12767744064331055,0,0
127,0.25892940163612366,0,0
128,0.48543408513069153,0,0
129,0.24668221175670624,0,0
130,0.1937633454799652,0,0
131,0.19324590265750885,0,0
132,0.26317185163497925,0,0
133,0.05705884099006653,0,0
134,0.04568740725517273,0,0
135,0.19206565618515015,0,0
136,0.20848752558231354,0,0
137,0.5846987962722778,1,0
138,0.15874607861042023,0,0
139,0.047242019325494766,0,0
140,0.33029210567474365,0,0
141,0.18879638612270355,0,0
142,0.06819944083690643,0,0
143,0.6253945231437683,1,0
144,0.13158191740512848,0,0
145,0.033459048718214035,0,0
146,0.3600934147834778,0,0
147,0.19572453200817108,0,0
148,0.33212941884994507,0,0
149,0.6121519207954407,1,0
150,0.14564715325832367,0,0
151,0.38095197081565857,0,0
152,0.39156609773635864,0,0
153,0.08580590039491653,0,0
154,0.3161363899707794,0,0
155,0.4021977484226227,0,0
156,0.045441724359989166,0,0
157,0.31595754623413086,0,0
158,0.05879684537649155,0,0
159,0.422247052192688,0,0
160,0.30232030153274536,0,0
161,0.029035648331046104,0,0
162,0.2820250988006592,0,0
163,0.9159265756607056,1,0
164,0.5007787942886353,1,0
165,0.6343876123428345,1,0
166,0.5760082602500916,1,0
167,0.22474713623523712,0,0
168,0.05661464482545853,0,0
169,0.4499470293521881,0,0
170,0.430969774723053,0,0
171,0.2529172897338867,0,0
172,0.02761716954410076,0,0
173,0.18172697722911835,0,0
174,0.05188659578561783,0,0
175,0.3757309019565582,0,0
176,0.3308427631855011,0,0
177,0.032012347131967545,0,0
178,0.3628060817718506,0,0
179,0.25136882066726685,0,0
180,0.2363869547843933,0,0
181,0.039528075605630875,0,0
182,0.1500004529953003,0,0
183,0.1354985237121582,0,0
184,0.26319339871406555,0,0
